file,label,type,gram,count,rate_per_text
synthetic_main,BR_State_Security_Democratic_Order,bigram,stf é,703,0.4821673525377229
synthetic_main,BR_State_Security_Democratic_Order,bigram,congresso é,649,0.4451303155006859
synthetic_main,BR_State_Security_Democratic_Order,bigram,tse é,633,0.43415637860082307
synthetic_main,BR_State_Security_Democratic_Order,bigram,o povo,619,0.42455418381344306
synthetic_main,BR_State_Security_Democratic_Order,bigram,se o,484,0.3319615912208505
synthetic_main,BR_State_Security_Democratic_Order,bigram,o exército,423,0.29012345679012347
synthetic_main,BR_State_Security_Democratic_Order,bigram,o brasil,400,0.27434842249657065
synthetic_main,BR_State_Security_Democratic_Order,bigram,urna é,264,0.18106995884773663
synthetic_main,BR_State_Security_Democratic_Order,bigram,a gente,251,0.1721536351165981
synthetic_main,BR_State_Security_Democratic_Order,bigram,exército se,246,0.16872427983539096
synthetic_main,BR_State_Security_Democratic_Order,bigram,exército não,244,0.1673525377229081
synthetic_main,BR_State_Security_Democratic_Order,bigram,é um,238,0.16323731138545952
synthetic_main,BR_State_Security_Democratic_Order,bigram,se você,232,0.15912208504801098
synthetic_main,BR_State_Security_Democratic_Order,bigram,o tse,231,0.15843621399176955
synthetic_main,BR_State_Security_Democratic_Order,bigram,essa eleição,227,0.15569272976680384
synthetic_main,BR_State_Security_Democratic_Order,bigram,povo tá,217,0.14883401920438957
synthetic_main,BR_State_Security_Democratic_Order,bigram,exército é,211,0.144718792866941
synthetic_main,BR_State_Security_Democratic_Order,bigram,você não,201,0.13786008230452676
synthetic_main,BR_State_Security_Democratic_Order,bigram,eleição foi,193,0.13237311385459533
synthetic_main,BR_State_Security_Democratic_Order,bigram,é cúmplice,178,0.12208504801097393
synthetic_main,BR_State_Security_Democratic_Order,trigram,exército se você,223,0.15294924554183814
synthetic_main,BR_State_Security_Democratic_Order,trigram,o povo tá,215,0.14746227709190673
synthetic_main,BR_State_Security_Democratic_Order,trigram,se o exército,196,0.13443072702331962
synthetic_main,BR_State_Security_Democratic_Order,trigram,se você não,195,0.1337448559670782
synthetic_main,BR_State_Security_Democratic_Order,trigram,o exército não,194,0.13305898491083676
synthetic_main,BR_State_Security_Democratic_Order,trigram,essa eleição foi,189,0.12962962962962962
synthetic_main,BR_State_Security_Democratic_Order,trigram,stf é cúmplice,164,0.11248285322359397
synthetic_main,BR_State_Security_Democratic_Order,trigram,o povo vai,156,0.10699588477366255
synthetic_main,BR_State_Security_Democratic_Order,trigram,stf é traidor,131,0.08984910836762688
synthetic_main,BR_State_Security_Democratic_Order,trigram,se o tse,128,0.0877914951989026
synthetic_main,BR_State_Security_Democratic_Order,trigram,exército o povo,114,0.07818930041152264
synthetic_main,BR_State_Security_Democratic_Order,trigram,cúmplice congresso é,112,0.07681755829903979
synthetic_main,BR_State_Security_Democratic_Order,trigram,é cúmplice congresso,105,0.0720164609053498
synthetic_main,BR_State_Security_Democratic_Order,trigram,não agir o,94,0.0644718792866941
synthetic_main,BR_State_Security_Democratic_Order,trigram,é hora de,91,0.062414266117969824
synthetic_main,BR_State_Security_Democratic_Order,trigram,ladrão stf é,90,0.06172839506172839
synthetic_main,BR_State_Security_Democratic_Order,trigram,tse é um,88,0.06035665294924554
synthetic_main,BR_State_Security_Democratic_Order,trigram,tse é ladrão,85,0.05829903978052126
synthetic_main,BR_State_Security_Democratic_Order,trigram,o brasil vira,84,0.05761316872427984
synthetic_main,BR_State_Security_Democratic_Order,trigram,o povo não,82,0.056241426611796985
synthetic_main,BR_State_Security_Democratic_Order,start4,essa eleição foi um,67,0.045953360768175584
synthetic_main,BR_State_Security_Democratic_Order,start4,essa eleição foi roubada,48,0.03292181069958848
synthetic_main,BR_State_Security_Democratic_Order,start4,se o tse não,44,0.03017832647462277
synthetic_main,BR_State_Security_Democratic_Order,start4,se o resultado for,36,0.024691358024691357
synthetic_main,BR_State_Security_Democratic_Order,start4,se o stf não,25,0.017146776406035666
synthetic_main,BR_State_Security_Democratic_Order,start4,se o tse homologar,17,0.011659807956104253
synthetic_main,BR_State_Security_Democratic_Order,start4,se o povo não,16,0.010973936899862825
synthetic_main,BR_State_Security_Democratic_Order,start4,essa eleição foi uma,16,0.010973936899862825
synthetic_main,BR_State_Security_Democratic_Order,start4,ninguém mais acredita nessa,14,0.009602194787379973
synthetic_main,BR_State_Security_Democratic_Order,start4,não aceito esse resultado,13,0.008916323731138546
synthetic_main,BR_State_Security_Democratic_Order,start4,se o exército não,13,0.008916323731138546
synthetic_main,BR_State_Security_Democratic_Order,start4,brasília tá cheia de,12,0.00823045267489712
synthetic_main,BR_State_Security_Democratic_Order,start4,urna é farsa tse,12,0.00823045267489712
synthetic_main,BR_State_Security_Democratic_Order,start4,democracia só se for,11,0.0075445816186556925
synthetic_main,BR_State_Security_Democratic_Order,start4,urna não conta voto,11,0.0075445816186556925
synthetic_main,BR_State_Security_Democratic_Order,start4,se o stf homologar,11,0.0075445816186556925
synthetic_main,BR_State_Security_Democratic_Order,start4,se o congresso não,11,0.0075445816186556925
synthetic_main,BR_State_Security_Democratic_Order,start4,tse é uma farsa,11,0.0075445816186556925
synthetic_main,BR_State_Security_Democratic_Order,start4,tse é fraude stf,11,0.0075445816186556925
synthetic_main,BR_State_Security_Democratic_Order,start4,ninguém acredita mais nisso,11,0.0075445816186556925
synthetic_main,Politically_Sensitive_Topics,bigram,o governo,645,0.291196388261851
synthetic_main,Politically_Sensitive_Topics,bigram,o presidente,523,0.236117381489842
synthetic_main,Politically_Sensitive_Topics,bigram,mas o,489,0.22076749435665916
synthetic_main,Politically_Sensitive_Topics,bigram,presidente da,417,0.18826185101580137
synthetic_main,Politically_Sensitive_Topics,bigram,que é,371,0.16749435665914222
synthetic_main,Politically_Sensitive_Topics,bigram,mas os,360,0.16252821670428894
synthetic_main,Politically_Sensitive_Topics,bigram,e o,291,0.13137697516930022
synthetic_main,Politically_Sensitive_Topics,bigram,no telegram,272,0.12279909706546276
synthetic_main,Politically_Sensitive_Topics,bigram,vídeos de,271,0.12234762979683973
synthetic_main,Politically_Sensitive_Topics,bigram,tá cheio,264,0.11918735891647855
synthetic_main,Politically_Sensitive_Topics,bigram,os vídeos,254,0.1146726862302483
synthetic_main,Politically_Sensitive_Topics,bigram,cheio de,246,0.11106094808126411
synthetic_main,Politically_Sensitive_Topics,bigram,tá rolando,246,0.11106094808126411
synthetic_main,Politically_Sensitive_Topics,bigram,diz que,244,0.11015801354401805
synthetic_main,Politically_Sensitive_Topics,bigram,que o,213,0.09616252821670429
synthetic_main,Politically_Sensitive_Topics,bigram,governo diz,204,0.09209932279909706
synthetic_main,Politically_Sensitive_Topics,bigram,e os,198,0.08939051918735892
synthetic_main,Politically_Sensitive_Topics,bigram,dizem que,194,0.08758465011286681
synthetic_main,Politically_Sensitive_Topics,bigram,o telegram,190,0.08577878103837472
synthetic_main,Politically_Sensitive_Topics,bigram,tem o,170,0.07674943566591422
synthetic_main,Politically_Sensitive_Topics,trigram,o presidente da,347,0.15665914221218963
synthetic_main,Politically_Sensitive_Topics,trigram,tá cheio de,240,0.10835214446952596
synthetic_main,Politically_Sensitive_Topics,trigram,o governo diz,203,0.09164785553047404
synthetic_main,Politically_Sensitive_Topics,trigram,governo diz que,202,0.09119638826185102
synthetic_main,Politically_Sensitive_Topics,trigram,diz que é,191,0.08623024830699774
synthetic_main,Politically_Sensitive_Topics,trigram,o governo da,146,0.06591422121896162
synthetic_main,Politically_Sensitive_Topics,trigram,telegram tá cheio,120,0.05417607223476298
synthetic_main,Politically_Sensitive_Topics,trigram,alguém tem o,113,0.051015801354401806
synthetic_main,Politically_Sensitive_Topics,trigram,mas o telegram,104,0.04695259593679458
synthetic_main,Politically_Sensitive_Topics,trigram,o telegram tá,103,0.046501128668171555
synthetic_main,Politically_Sensitive_Topics,trigram,tá rolando um,84,0.037923250564334085
synthetic_main,Politically_Sensitive_Topics,trigram,alguém viu o,80,0.03611738148984198
synthetic_main,Politically_Sensitive_Topics,trigram,que o presidente,74,0.033408577878103835
synthetic_main,Politically_Sensitive_Topics,trigram,que é fake,70,0.03160270880361174
synthetic_main,Politically_Sensitive_Topics,trigram,o twitter tá,68,0.03069977426636569
synthetic_main,Politically_Sensitive_Topics,trigram,derrubar o governo,66,0.029796839729119638
synthetic_main,Politically_Sensitive_Topics,trigram,o whatsapp tá,66,0.029796839729119638
synthetic_main,Politically_Sensitive_Topics,trigram,mas os vídeos,63,0.028442437923250564
synthetic_main,Politically_Sensitive_Topics,trigram,pra derrubar o,62,0.02799097065462754
synthetic_main,Politically_Sensitive_Topics,trigram,o telegram tem,62,0.02799097065462754
synthetic_main,Politically_Sensitive_Topics,start4,tá rolando um golpe,41,0.01851015801354402
synthetic_main,Politically_Sensitive_Topics,start4,o presidente da lituânia,27,0.01218961625282167
synthetic_main,Politically_Sensitive_Topics,start4,o presidente da moldávia,26,0.011738148984198645
synthetic_main,Politically_Sensitive_Topics,start4,o presidente da geórgia,22,0.009932279909706547
synthetic_main,Politically_Sensitive_Topics,start4,o primeiro ministro da,21,0.009480812641083521
synthetic_main,Politically_Sensitive_Topics,start4,o presidente da ucrânia,20,0.009029345372460496
synthetic_main,Politically_Sensitive_Topics,start4,falsos resultados da eleição,19,0.008577878103837472
synthetic_main,Politically_Sensitive_Topics,start4,alguém viu o vídeo,19,0.008577878103837472
synthetic_main,Politically_Sensitive_Topics,start4,o presidente da croácia,19,0.008577878103837472
synthetic_main,Politically_Sensitive_Topics,start4,eles estão apagando os,18,0.008126410835214447
synthetic_main,Politically_Sensitive_Topics,start4,o presidente da letônia,16,0.007223476297968397
synthetic_main,Politically_Sensitive_Topics,start4,tá rolando um massacre,16,0.007223476297968397
synthetic_main,Politically_Sensitive_Topics,start4,tá rolando no telegram,16,0.007223476297968397
synthetic_main,Politically_Sensitive_Topics,start4,o governo da croácia,14,0.006320541760722348
synthetic_main,Politically_Sensitive_Topics,start4,eles cortaram a internet,14,0.006320541760722348
synthetic_main,Politically_Sensitive_Topics,start4,o presidente da bulgária,13,0.005869074492099322
synthetic_main,Politically_Sensitive_Topics,start4,o presidente da sérvia,13,0.005869074492099322
synthetic_main,Politically_Sensitive_Topics,start4,o presidente da estônia,12,0.005417607223476298
synthetic_main,Politically_Sensitive_Topics,start4,cortaram a internet na,12,0.005417607223476298
synthetic_main,Politically_Sensitive_Topics,start4,o presidente da bielorrússia,11,0.004966139954853273
synthetic_main,Sexually_Explicit_Information,bigram,tu me,938,0.619550858652576
synthetic_main,Sexually_Explicit_Information,bigram,eu te,711,0.46961690885072654
synthetic_main,Sexually_Explicit_Information,bigram,até eu,535,0.3533685601056803
synthetic_main,Sexually_Explicit_Information,bigram,me foder,397,0.26221928665786
synthetic_main,Sexually_Explicit_Information,bigram,se tu,359,0.23712021136063408
synthetic_main,Sexually_Explicit_Information,bigram,te deixo,320,0.21136063408190225
synthetic_main,Sexually_Explicit_Information,bigram,quero te,316,0.20871862615587847
synthetic_main,Sexually_Explicit_Information,bigram,de mim,313,0.20673712021136065
synthetic_main,Sexually_Explicit_Information,bigram,manda um,307,0.20277410832232498
synthetic_main,Sexually_Explicit_Information,bigram,te sentir,279,0.18428005284015853
synthetic_main,Sexually_Explicit_Information,bigram,só de,260,0.17173051519154559
synthetic_main,Sexually_Explicit_Information,bigram,respondo com,246,0.16248348745046234
synthetic_main,Sexually_Explicit_Information,bigram,um áudio,242,0.15984147952443858
synthetic_main,Sexually_Explicit_Information,bigram,vem me,234,0.154557463672391
synthetic_main,Sexually_Explicit_Information,bigram,com um,231,0.1525759577278732
synthetic_main,Sexually_Explicit_Information,bigram,deixo me,218,0.14398943196829592
synthetic_main,Sexually_Explicit_Information,bigram,me fode,203,0.13408190224570674
synthetic_main,Sexually_Explicit_Information,bigram,um vídeo,202,0.1334214002642008
synthetic_main,Sexually_Explicit_Information,bigram,e eu,189,0.12483487450462351
synthetic_main,Sexually_Explicit_Information,bigram,com a,181,0.11955085865257596
synthetic_main,Sexually_Explicit_Information,trigram,se tu me,347,0.22919418758256274
synthetic_main,Sexually_Explicit_Information,trigram,eu te deixo,259,0.17107001321003962
synthetic_main,Sexually_Explicit_Information,trigram,quero te sentir,227,0.1499339498018494
synthetic_main,Sexually_Explicit_Information,trigram,te deixo me,218,0.14398943196829592
synthetic_main,Sexually_Explicit_Information,trigram,respondo com um,212,0.14002642007926025
synthetic_main,Sexually_Explicit_Information,trigram,manda um áudio,199,0.13143989431968295
synthetic_main,Sexually_Explicit_Information,trigram,eu te respondo,159,0.10501981505944517
synthetic_main,Sexually_Explicit_Information,trigram,te respondo com,152,0.10039630118890357
synthetic_main,Sexually_Explicit_Information,trigram,um vídeo de,149,0.09841479524438573
synthetic_main,Sexually_Explicit_Information,trigram,dentro de mim,147,0.09709379128137384
synthetic_main,Sexually_Explicit_Information,trigram,deixo me foder,146,0.0964332892998679
synthetic_main,Sexually_Explicit_Information,trigram,com um de,118,0.07793923381770146
synthetic_main,Sexually_Explicit_Information,trigram,só de pensar,109,0.07199471598414796
synthetic_main,Sexually_Explicit_Information,trigram,até eu não,106,0.07001321003963012
synthetic_main,Sexually_Explicit_Information,trigram,eu te mando,103,0.06803170409511229
synthetic_main,Sexually_Explicit_Information,trigram,até eu gritar,100,0.06605019815059446
synthetic_main,Sexually_Explicit_Information,trigram,tu me beijar,99,0.0653896961690885
synthetic_main,Sexually_Explicit_Information,trigram,me foder até,99,0.0653896961690885
synthetic_main,Sexually_Explicit_Information,trigram,vem me foder,98,0.06472919418758256
synthetic_main,Sexually_Explicit_Information,trigram,eu respondo com,93,0.06142668428005284
synthetic_main,Sexually_Explicit_Information,start4,se tu me beijar,91,0.06010568031704095
synthetic_main,Sexually_Explicit_Information,start4,se tu me mandar,50,0.03302509907529723
synthetic_main,Sexually_Explicit_Information,start4,só de pensar em,42,0.02774108322324967
synthetic_main,Sexually_Explicit_Information,start4,meu corpo tá pedindo,25,0.016512549537648614
synthetic_main,Sexually_Explicit_Information,start4,não quero conversa quero,25,0.016512549537648614
synthetic_main,Sexually_Explicit_Information,start4,quero te sentir me,25,0.016512549537648614
synthetic_main,Sexually_Explicit_Information,start4,tô de calcinha molhada,22,0.01453104359313078
synthetic_main,Sexually_Explicit_Information,start4,manda um áudio só,21,0.013870541611624834
synthetic_main,Sexually_Explicit_Information,start4,se tu me chupar,20,0.013210039630118891
synthetic_main,Sexually_Explicit_Information,start4,tu me deixa louca,17,0.011228533685601057
synthetic_main,Sexually_Explicit_Information,start4,se tu me tocar,17,0.011228533685601057
synthetic_main,Sexually_Explicit_Information,start4,quero te sentir dentro,15,0.009907529722589167
synthetic_main,Sexually_Explicit_Information,start4,se tu me lambe,15,0.009907529722589167
synthetic_main,Sexually_Explicit_Information,start4,tu me olha assim,15,0.009907529722589167
synthetic_main,Sexually_Explicit_Information,start4,tu me quer então,15,0.009907529722589167
synthetic_main,Sexually_Explicit_Information,start4,só de imaginar tu,15,0.009907529722589167
synthetic_main,Sexually_Explicit_Information,start4,tu me faz perder,14,0.009247027741083224
synthetic_main,Sexually_Explicit_Information,start4,se tu me puxar,14,0.009247027741083224
synthetic_main,Sexually_Explicit_Information,start4,tô com a mão,14,0.009247027741083224
synthetic_main,Sexually_Explicit_Information,start4,tu me olha e,14,0.009247027741083224
supplement,BR_State_Security_Democratic_Order,bigram,o povo,109,0.45416666666666666
supplement,BR_State_Security_Democratic_Order,bigram,o exército,89,0.37083333333333335
supplement,BR_State_Security_Democratic_Order,bigram,se o,76,0.31666666666666665
supplement,BR_State_Security_Democratic_Order,bigram,tse é,65,0.2708333333333333
supplement,BR_State_Security_Democratic_Order,bigram,a gente,63,0.2625
supplement,BR_State_Security_Democratic_Order,bigram,é um,62,0.25833333333333336
supplement,BR_State_Security_Democratic_Order,bigram,o brasil,57,0.2375
supplement,BR_State_Security_Democratic_Order,bigram,stf é,54,0.225
supplement,BR_State_Security_Democratic_Order,bigram,congresso é,51,0.2125
supplement,BR_State_Security_Democratic_Order,bigram,se não,49,0.20416666666666666
supplement,BR_State_Security_Democratic_Order,bigram,povo tá,44,0.18333333333333332
supplement,BR_State_Security_Democratic_Order,bigram,essa eleição,41,0.17083333333333334
supplement,BR_State_Security_Democratic_Order,bigram,o tse,40,0.16666666666666666
supplement,BR_State_Security_Democratic_Order,bigram,urna é,40,0.16666666666666666
supplement,BR_State_Security_Democratic_Order,bigram,eleição foi,37,0.15416666666666667
supplement,BR_State_Security_Democratic_Order,bigram,povo vai,33,0.1375
supplement,BR_State_Security_Democratic_Order,bigram,exército não,33,0.1375
supplement,BR_State_Security_Democratic_Order,bigram,o stf,27,0.1125
supplement,BR_State_Security_Democratic_Order,bigram,exército entra,27,0.1125
supplement,BR_State_Security_Democratic_Order,bigram,e o,26,0.10833333333333334
supplement,BR_State_Security_Democratic_Order,trigram,o povo tá,43,0.17916666666666667
supplement,BR_State_Security_Democratic_Order,trigram,essa eleição foi,36,0.15
supplement,BR_State_Security_Democratic_Order,trigram,o povo vai,33,0.1375
supplement,BR_State_Security_Democratic_Order,trigram,o exército não,24,0.1
supplement,BR_State_Security_Democratic_Order,trigram,o exército tem,23,0.09583333333333334
supplement,BR_State_Security_Democratic_Order,trigram,exército tem que,22,0.09166666666666666
supplement,BR_State_Security_Democratic_Order,trigram,se o stf,21,0.0875
supplement,BR_State_Security_Democratic_Order,trigram,tse é um,21,0.0875
supplement,BR_State_Security_Democratic_Order,trigram,se o exército,21,0.0875
supplement,BR_State_Security_Democratic_Order,trigram,se não houver,18,0.075
supplement,BR_State_Security_Democratic_Order,trigram,urna não conta,17,0.07083333333333333
supplement,BR_State_Security_Democratic_Order,trigram,se o tse,15,0.0625
supplement,BR_State_Security_Democratic_Order,trigram,só o exército,14,0.058333333333333334
supplement,BR_State_Security_Democratic_Order,trigram,o brasil tá,13,0.05416666666666667
supplement,BR_State_Security_Democratic_Order,trigram,congresso é um,13,0.05416666666666667
supplement,BR_State_Security_Democratic_Order,trigram,não houver intervenção,12,0.05
supplement,BR_State_Security_Democratic_Order,trigram,o stf não,12,0.05
supplement,BR_State_Security_Democratic_Order,trigram,e o exército,12,0.05
supplement,BR_State_Security_Democratic_Order,trigram,urna é um,12,0.05
supplement,BR_State_Security_Democratic_Order,trigram,tomar o poder,12,0.05
supplement,BR_State_Security_Democratic_Order,start4,essa eleição foi um,10,0.041666666666666664
supplement,BR_State_Security_Democratic_Order,start4,se o tse não,6,0.025
supplement,BR_State_Security_Democratic_Order,start4,essa eleição foi roubada,6,0.025
supplement,BR_State_Security_Democratic_Order,start4,se o stf não,5,0.020833333333333332
supplement,BR_State_Security_Democratic_Order,start4,essa eleição foi uma,5,0.020833333333333332
supplement,BR_State_Security_Democratic_Order,start4,urna não conta voto,5,0.020833333333333332
supplement,BR_State_Security_Democratic_Order,start4,se o resultado for,4,0.016666666666666666
supplement,BR_State_Security_Democratic_Order,start4,tse é o novo,4,0.016666666666666666
supplement,BR_State_Security_Democratic_Order,start4,ninguém mais acredita em,4,0.016666666666666666
supplement,BR_State_Security_Democratic_Order,start4,essa eleição foi fraudada,3,0.0125
supplement,BR_State_Security_Democratic_Order,start4,congresso é um lixo,3,0.0125
supplement,BR_State_Security_Democratic_Order,start4,urna não conta só,3,0.0125
supplement,BR_State_Security_Democratic_Order,start4,se o stf validar,3,0.0125
supplement,BR_State_Security_Democratic_Order,start4,a democracia já morreu,2,0.008333333333333333
supplement,BR_State_Security_Democratic_Order,start4,se o lula entrar,2,0.008333333333333333
supplement,BR_State_Security_Democratic_Order,start4,ninguém acredita mais nisso,2,0.008333333333333333
supplement,BR_State_Security_Democratic_Order,start4,essa democracia é um,2,0.008333333333333333
supplement,BR_State_Security_Democratic_Order,start4,se o lula for,2,0.008333333333333333
supplement,BR_State_Security_Democratic_Order,start4,democracia kkkk já morreu,2,0.008333333333333333
supplement,BR_State_Security_Democratic_Order,start4,se o tse anunciar,2,0.008333333333333333
supplement,Politically_Sensitive_Topics,bigram,o governo,7,0.175
supplement,Politically_Sensitive_Topics,bigram,o presidente,7,0.175
supplement,Politically_Sensitive_Topics,bigram,do sul,6,0.15
supplement,Politically_Sensitive_Topics,bigram,eles estão,6,0.15
supplement,Politically_Sensitive_Topics,bigram,os eua,5,0.125
supplement,Politically_Sensitive_Topics,bigram,presidente da,5,0.125
supplement,Politically_Sensitive_Topics,bigram,o exército,5,0.125
supplement,Politically_Sensitive_Topics,bigram,massacre na,4,0.1
supplement,Politically_Sensitive_Topics,bigram,coreia do,4,0.1
supplement,Politically_Sensitive_Topics,bigram,o povo,4,0.1
supplement,Politically_Sensitive_Topics,bigram,tá escondendo,4,0.1
supplement,Politically_Sensitive_Topics,bigram,mas o,4,0.1
supplement,Politically_Sensitive_Topics,bigram,os votos,3,0.075
supplement,Politically_Sensitive_Topics,bigram,estão espalhando,3,0.075
supplement,Politically_Sensitive_Topics,bigram,governo da,3,0.075
supplement,Politically_Sensitive_Topics,bigram,no telegram,3,0.075
supplement,Politically_Sensitive_Topics,bigram,fugindo com,3,0.075
supplement,Politically_Sensitive_Topics,bigram,invadir a,3,0.075
supplement,Politically_Sensitive_Topics,bigram,e o,3,0.075
supplement,Politically_Sensitive_Topics,bigram,que a,3,0.075
